,Price,Area,No. of Bedrooms,Resale,City
634,6938000.0,1595,3.0,0,Banglore
635,5972000.0,1471,2.0,0,Banglore
636,5100000.0,1340,3.0,1,Banglore
637,4600000.0,1340,3.0,1,Banglore
638,5050000.0,1260,2.0,0,Banglore
639,3735000.0,920,1.0,0,Banglore
640,5180000.0,1295,3.0,0,Banglore
641,3700000.0,920,2.0,0,Banglore
642,3735000.0,920,1.0,0,Banglore
643,5050000.0,1260,3.0,0,Banglore
644,4099000.0,1015,2.0,0,Banglore
645,3735000.0,920,2.0,0,Banglore
646,3735000.0,920,2.0,0,Banglore
647,3735000.0,920,2.0,0,Banglore
648,3734000.0000000005,920,2.0,0,Banglore
649,4099000.0,1015,2.0,0,Banglore
650,4099000.0,1015,2.0,0,Banglore
651,4800000.0,1143,2.0,1,Banglore
652,6514000.0,1551,3.0,1,Banglore
653,4440000.0,1200,2.0,1,Banglore
654,5000000.0,1196,2.0,1,Banglore
655,5202000.0,1530,3.0,1,Banglore
656,4440000.0,1306,2.0,1,Banglore
657,5380000.0,1255,2.0,1,Banglore
658,5739000.0,1693,3.0,1,Banglore
659,6426000.000000001,1530,3.0,1,Banglore
660,5800000.0,1540,3.0,1,Banglore
661,5148000.0,1196,2.0,1,Banglore
662,6028000.0,1419,2.0,1,Banglore
663,5451000.0,1608,3.0,1,Banglore
664,4400000.0,1200,2.0,1,Banglore
665,5380000.0,1255,2.0,1,Banglore
666,5739000.0,1693,3.0,1,Banglore
667,6426000.000000001,1530,3.0,1,Banglore
668,5800000.0,1540,3.0,1,Banglore
669,5148000.0,1196,2.0,1,Banglore
670,6028000.0,1419,2.0,1,Banglore
671,4440000.0,1200,2.0,1,Banglore
672,6400000.0,1530,3.0,1,Banglore
673,5380000.0,1267,2.0,1,Banglore
674,4440000.0,1200,2.0,1,Banglore
675,5600000.0,1500,3.0,1,Banglore
676,6466000.0,1530,3.0,1,Banglore
677,5322000.0,1570,3.0,1,Banglore
678,5739000.0,1693,3.0,1,Banglore
679,5257000.0,1551,3.0,1,Banglore
680,5451000.0,1608,3.0,1,Banglore
681,6466000.0,1530,3.0,1,Banglore
682,6413000.0,1527,3.0,1,Banglore
683,5148000.0,1196,2.0,1,Banglore
684,6400000.0,1530,3.0,1,Banglore
685,4440000.0,1200,2.0,1,Banglore
686,5000000.0,1196,2.0,1,Banglore
687,5202000.0,1530,3.0,1,Banglore
688,4440000.0,1306,2.0,1,Banglore
689,4400000.0,1200,2.0,1,Banglore
690,5322000.0,1570,3.0,1,Banglore
691,5739000.0,1693,3.0,1,Banglore
692,5257000.0,1551,3.0,1,Banglore
693,5451000.0,1608,3.0,1,Banglore
694,6466000.0,1530,3.0,1,Banglore
695,5148000.0,1196,2.0,1,Banglore
696,6400000.0,1530,3.0,1,Banglore
697,5148000.0,1196,2.0,1,Banglore
698,6466000.0,1530,3.0,1,Banglore
699,6413000.0,1527,3.0,1,Banglore
700,5040000.0,1200,2.0,1,Banglore
701,5485000.0,1306,2.0,1,Banglore
702,6426000.000000001,1530,3.0,1,Banglore
703,4440000.0,1200,2.0,1,Banglore
704,6459999.000000001,1530,3.0,1,Banglore
705,4400000.0,1200,2.0,1,Banglore
706,5148000.0,1196,2.0,1,Banglore
707,6514000.0,1551,3.0,1,Banglore
708,6400000.0,1530,3.0,1,Banglore
709,6400000.0,1530,3.0,1,Banglore
710,4440000.0,1200,2.0,1,Banglore
711,4440000.0,1187,2.0,1,Banglore
712,5959000.0,1419,2.0,1,Banglore
713,5040000.0,1200,2.0,1,Banglore
714,4440000.0,1200,2.0,1,Banglore
715,6028000.0,1419,2.0,1,Banglore
716,6400000.0,1530,2.0,1,Banglore
717,5380000.0,1255,2.0,1,Banglore
718,5023000.0,1196,2.0,1,Banglore
719,5023000.0,1196,2.0,1,Banglore
720,5400000.0,1295,2.0,1,Banglore
721,5148000.0,1196,2.0,1,Banglore
722,5400000.0,1303,2.0,1,Banglore
723,4440000.0,1200,2.0,1,Banglore
724,4784000.0,1196,2.0,1,Banglore
725,4800000.0,1143,2.0,1,Banglore
726,4440000.0,1200,2.0,1,Banglore
727,3897999.0,1068,2.0,0,Banglore
728,3761999.0,920,2.0,0,Banglore
729,4110000.0,1005,2.0,0,Banglore
730,4000000.0,1005,2.0,0,Banglore
731,3958000.0,975,2.0,0,Banglore
732,3735000.0,920,2.0,0,Banglore
733,4079999.0,1005,2.0,0,Banglore
734,4079999.0,1005,2.0,0,Banglore
735,3929000.0,975,2.0,0,Banglore
736,3820000.0000000005,955,2.0,0,Banglore
737,4220000.0,1055,2.0,0,Banglore
738,4020000.0000000005,1005,2.0,0,Banglore
739,5077000.0,1260,3.0,0,Banglore
740,4500000.0,1000,2.0,1,Banglore
741,4400000.0,1000,2.0,1,Banglore
742,4100000.0,1100,2.0,0,Banglore
743,6830000.0,1198,2.0,0,Banglore
744,6750000.0,1198,2.0,0,Banglore
745,6800000.0,1197,2.0,0,Banglore
746,3840000.0,1000,2.0,1,Banglore
747,3800000.0,1000,2.0,1,Banglore
748,4000000.0,1000,2.0,1,Banglore
749,3847999.0,1000,2.0,1,Banglore
750,3835000.0,1000,2.0,1,Banglore
751,3825000.0,1000,2.0,1,Banglore
752,3865000.0,1000,2.0,1,Banglore
753,3900000.0,1005,2.0,1,Banglore
754,4100000.0,1055,2.0,1,Banglore
755,4000000.0,1000,2.0,1,Banglore
756,4100000.0,1055,2.0,1,Banglore
757,5300000.0,1365,3.0,1,Banglore
758,4100000.0,1055,2.0,1,Banglore
759,5300000.0,1365,3.0,1,Banglore
760,5300000.0,1365,3.0,1,Banglore
761,4100000.0,1055,2.0,1,Banglore
762,5300000.0,1365,3.0,1,Banglore
763,4100000.0,1050,2.0,1,Banglore
764,4751000.0,1145,2.0,0,Banglore
765,4565000.0,1100,2.0,0,Banglore
766,4100000.0,1055,2.0,1,Banglore
767,5300000.0,1365,3.0,1,Banglore
768,4000000.0,1055,2.0,1,Banglore
769,4100000.0,1055,2.0,1,Banglore
770,4100000.0,1055,2.0,1,Banglore
771,4100000.0,1055,4.0,1,Banglore
772,4100000.0,1020,2.0,1,Banglore
773,4200000.0,1055,2.0,0,Banglore
774,3735000.0,920,1.0,0,Banglore
775,3735000.0,920,1.0,0,Banglore
776,3735000.0,920,1.0,0,Banglore
777,5050000.0,1260,2.0,0,Banglore
778,5100000.0,1260,3.0,1,Banglore
779,4000000.0,1015,2.0,1,Banglore
780,4200000.0,1055,2.0,1,Banglore
781,5075000.0,1280,3.0,1,Banglore
782,3975000.0,1005,2.0,1,Banglore
783,4000000.0,1005,2.0,1,Banglore
784,4100000.0,1055,2.0,0,Banglore
785,4100000.0,1055,2.0,1,Banglore
786,5100000.0,1280,3.0,1,Banglore
787,4100000.0,1055,2.0,1,Banglore
788,4100000.0,1053,2.0,1,Banglore
789,4100000.0,1054,2.0,1,Banglore
790,5300000.0,1361,3.0,1,Banglore
791,5300000.0,1365,3.0,1,Banglore
792,2876000.0,788,2.0,0,Banglore
793,2620000.0,718,2.0,0,Banglore
794,3668000.0,1005,2.0,0,Banglore
795,4100000.0,1054,2.0,1,Banglore
796,5300000.0,1361,3.0,1,Banglore
797,5300000.0,1365,3.0,1,Banglore
798,2876000.0,788,2.0,0,Banglore
799,2620000.0,718,2.0,0,Banglore
800,3668000.0,1005,2.0,0,Banglore
801,4861000.0,1332,3.0,0,Banglore
802,4880000.0,1122,2.0,0,Banglore
803,4900000.0,1215,2.0,0,Banglore
804,5933000.0,1745,3.0,0,Banglore
805,5644000.0,1660,3.0,0,Banglore
806,4854000.0,1116,2.0,0,Banglore
807,4815000.0,1107,2.0,0,Banglore
808,5050000.0,1161,2.0,0,Banglore
809,4619000.0,1062,2.0,0,Banglore
810,4785000.0,1100,2.0,0,Banglore
811,4972000.0,1143,2.0,0,Banglore
812,4737000.0,1089,2.0,0,Banglore
813,5868000.0,1045,2.0,0,Banglore
814,6021000.0,1075,2.0,0,Banglore
815,5500000.0,1170,2.0,0,Banglore
816,6612000.0,1284,2.0,0,Banglore
817,5443000.0,1057,2.0,0,Banglore
818,5339000.0,1047,2.0,0,Banglore
819,5253000.0,1030,2.0,0,Banglore
820,6395000.0,1254,2.0,0,Banglore
821,6808000.0,1335,3.0,0,Banglore
822,3024000.0,720,1.0,0,Banglore
823,5250000.0,1250,2.0,0,Banglore
824,5145000.0,1225,2.0,0,Banglore
825,4998000.0,1190,2.0,0,Banglore
826,5040000.0,1200,2.0,0,Banglore
827,4620000.0,1100,2.0,0,Banglore
828,3420000.0000000005,1140,2.0,0,Banglore
829,2820000.0,940,2.0,0,Banglore
830,3960000.0,1320,3.0,0,Banglore
831,3479999.0,1160,2.0,0,Banglore
832,2880000.0,960,2.0,0,Banglore
833,3180000.0,1060,2.0,0,Banglore
834,5100000.0,1140,2.0,0,Banglore
835,5250000.0,1080,2.0,0,Banglore
836,5400000.0,960,2.0,0,Banglore
837,5400000.0,1225,2.0,0,Banglore
838,4550000.0,1011,1.0,0,Banglore
839,4800000.0,1310,3.0,0,Banglore
840,4359000.0,814,2.0,0,Banglore
841,5055000.0,966,3.0,0,Banglore
842,6819000.0,1286,3.0,0,Banglore
843,3872999.0,708,2.0,0,Banglore
844,5868000.0,1045,2.0,0,Banglore
845,6021000.0,1075,2.0,0,Banglore
846,6612000.0,1284,2.0,0,Banglore
847,5443000.0,1057,2.0,0,Banglore
848,4371000.0,930,1.0,0,Banglore
849,4371000.0,930,1.0,0,Banglore
850,4888000.0,1040,1.0,0,Banglore
851,4582000.0,975,2.0,0,Banglore
852,4371000.0,930,1.0,0,Banglore
853,4888000.0,1040,1.0,0,Banglore
854,4582000.0,975,2.0,0,Banglore
855,4831000.0,1028,2.0,0,Banglore
856,4845000.0,1031,2.0,0,Banglore
857,4855000.0,1033,2.0,0,Banglore
858,5200000.0,1407,1.0,1,Banglore
859,4163000.0000000005,905,1.0,0,Banglore
860,4950000.0,1107,1.0,0,Banglore
861,4738000.0,1030,1.0,0,Banglore
862,6655000.0,1151,2.0,0,Banglore
863,6061000.0,1350,2.0,0,Banglore
864,6083000.0,1355,3.0,0,Banglore
865,5949000.0,1325,2.0,0,Banglore
866,5657000.0,1260,2.0,0,Banglore
867,5500000.0,1225,2.0,0,Banglore
868,5837000.0,1300,2.0,0,Banglore
869,4600000.0,1097,2.0,0,Banglore
870,4500000.0,1076,2.0,0,Banglore
871,5150000.0,1235,2.0,0,Banglore
872,6233000.0,1163,2.0,0,Banglore
873,3500000.0,538,1.0,0,Banglore
874,3500000.0,538,1.0,0,Banglore
875,5900000.0,1216,2.0,0,Banglore
876,3800000.0,1000,2.0,1,Banglore
877,4500000.0,1076,2.0,0,Banglore
878,4600000.0,1097,2.0,0,Banglore
879,4550000.0,1076,2.0,0,Banglore
880,5150000.0,1235,2.0,0,Banglore
881,4700000.0,1124,1.0,0,Banglore
882,4560000.0,1076,2.0,0,Banglore
883,4635000.0,1097,2.0,0,Banglore
884,6000000.0,1272,2.0,0,Banglore
885,6400000.0,1110,2.0,0,Banglore
886,4300000.0,1076,2.0,0,Banglore
887,6300000.0,1183,2.0,0,Banglore
888,4883000.0,655,1.0,0,Banglore
889,5951000.0,820,1.0,0,Banglore
890,5500000.0,1310,3.0,0,Chennai
891,5350000.0,1126,2.0,0,Chennai
892,2950000.0,576,1.0,0,Chennai
893,2234000.0,604,2.0,0,Chennai
894,5521000.0,986,2.0,0,Chennai
895,6321000.0,1345,3.0,0,Chennai
896,3404000.0,510,1.0,0,Chennai
897,6536000.0,1245,2.0,0,Chennai
898,6190000.0,1113,2.0,0,Chennai
899,6338000.0,1112,2.0,0,Chennai
900,2724000.0,645,2.0,0,Chennai
901,5500000.0,1310,3.0,0,Chennai
902,5350000.0,1126,2.0,0,Chennai
903,2950000.0,576,1.0,0,Chennai
904,2234000.0,604,2.0,0,Chennai
905,5521000.0,986,2.0,0,Chennai
906,6321000.0,1345,3.0,0,Chennai
907,3404000.0,510,1.0,0,Chennai
908,6536000.0,1245,2.0,0,Chennai
909,6190000.0,1113,2.0,0,Chennai
910,6338000.0,1112,2.0,0,Chennai
911,2724000.0,645,2.0,0,Chennai
912,3388000.0000000005,738,2.0,0,Chennai
913,3175000.0,804,2.0,0,Chennai
914,4065999.0,701,2.0,0,Chennai
915,6500000.0,1350,2.0,1,Chennai
916,5500000.0,785,2.0,1,Chennai
917,3500000.0,538,1.0,1,Chennai
918,2499000.0,677,2.0,0,Chennai
919,4165999.0,868,2.0,0,Chennai
920,4875000.0,920,2.0,0,Chennai
921,3442000.0,850,2.0,0,Chennai
922,4165000.0,850,2.0,0,Chennai
923,5298000.0,1019,2.0,0,Chennai
924,5184000.0,1080,3.0,0,Chennai
925,6225000.0,1245,3.0,0,Chennai
926,5599000.0,817,2.0,0,Chennai
927,2960000.0,779,2.0,0,Chennai
928,4998000.0,1112,2.0,0,Chennai
929,6500000.0,900,2.0,0,Chennai
930,6259000.0,963,2.0,0,Chennai
931,3400000.0,1062,3.0,0,Chennai
932,5999000.0,1400,3.0,1,Chennai
933,5003000.0,944,2.0,0,Chennai
934,4192000.0,975,1.0,0,Chennai
935,5500000.0,1060,3.0,0,Chennai
936,3377000.0000000005,965,2.0,0,Chennai
937,5978000.0,1128,3.0,0,Chennai
938,6000000.0,1219,3.0,0,Chennai
939,5500000.0,1213,3.0,0,Chennai
940,6800000.0,1389,3.0,0,Chennai
941,6463000.0,1250,3.0,0,Chennai
942,6409999.000000001,1603,3.0,0,Chennai
943,5000000.0,1000,2.0,0,Chennai
944,5261000.0,1238,3.0,0,Chennai
945,6409999.000000001,1603,3.0,0,Chennai
946,3000000.0,789,2.0,0,Chennai
947,4153000.0,923,2.0,0,Chennai
948,3850000.0,960,2.0,0,Chennai
949,3072000.0,768,2.0,0,Chennai
950,4800000.0,657,2.0,0,Chennai
951,2500000.0,700,2.0,0,Chennai
952,4100000.0,954,2.0,1,Chennai
953,3032000.0,722,2.0,0,Chennai
954,6203000.0,1443,3.0,0,Chennai
955,3500000.0,894,2.0,0,Chennai
956,4000000.0,745,2.0,0,Chennai
957,2800000.0,560,1.0,1,Chennai
958,3881000.0,721,2.0,0,Chennai
959,3300000.0,855,2.0,0,Chennai
960,2771000.0,660,1.0,0,Chennai
961,2699000.0,643,1.0,0,Chennai
962,5022000.0,1196,2.0,0,Chennai
963,2657000.0,633,1.0,0,Chennai
964,3888000.0000000005,926,2.0,0,Chennai
965,2729000.0,650,1.0,0,Chennai
966,3306000.0,538,1.0,0,Chennai
967,6447000.0,1027,2.0,0,Chennai
968,6428000.0,1024,2.0,0,Chennai
969,3372999.0,549,1.0,0,Chennai
970,3990000.0,855,2.0,0,Chennai
971,6360000.0,1339,2.0,0,Chennai
972,5500000.0,936,2.0,0,Chennai
973,5735000.0,988,2.0,0,Chennai
974,5560000.0,955,2.0,0,Chennai
975,5580000.0,958,2.0,0,Chennai
976,5520000.0,948,2.0,0,Chennai
977,2397000.0,648,2.0,0,Chennai
978,6025000.0,1076,2.0,0,Chennai
979,5768000.0,1030,2.0,0,Chennai
980,4547000.0,812,2.0,0,Chennai
981,5208000.0,930,2.0,0,Chennai
982,6495000.0,1382,3.0,0,Chennai
983,6791000.0,1445,3.0,0,Chennai
984,4641000.0,753,2.0,0,Chennai
985,4907000.0,801,2.0,0,Chennai
986,4685000.0,761,2.0,0,Chennai
987,4498000.0,727,2.0,0,Chennai
988,4812000.0,784,2.0,0,Chennai
989,6504000.000000001,1239,2.0,0,Chennai
990,6452000.0,1229,2.0,0,Chennai
991,6441000.0,1227,2.0,0,Chennai
992,6462000.0,1231,2.0,0,Chennai
993,6456999.0,1230,2.0,0,Chennai
994,6342000.0,1208,2.0,0,Chennai
995,2766000.0,527,1.0,0,Chennai
996,6300000.0,1200,2.0,0,Chennai
997,3013000.0,574,1.0,0,Chennai
998,3024000.0,576,1.0,0,Chennai
999,6909000.0,1316,2.0,0,Chennai
1000,2971000.0,566,1.0,0,Chennai
1001,6762000.0,1288,2.0,0,Chennai
1002,2982000.0,568,1.0,0,Chennai
1003,6834999.000000001,1302,2.0,0,Chennai
1004,2961000.0,564,1.0,0,Chennai
1005,4140000.0,920,2.0,0,Chennai
1006,4284000.0,952,2.0,0,Chennai
1007,4275000.0,950,2.0,0,Chennai
1008,4009000.0000000005,891,2.0,0,Chennai
1009,4302000.0,956,2.0,0,Chennai
1010,4077000.0000000005,906,2.0,0,Chennai
1011,4441000.0,987,2.0,0,Chennai
1012,4468000.0,993,2.0,0,Chennai
1013,4171000.0,927,2.0,0,Chennai
1014,4239000.0,942,2.0,0,Chennai
1015,4189000.0,931,2.0,0,Chennai
1016,3892000.0,865,2.0,0,Chennai
1017,5663000.0,1006,2.0,0,Chennai
1018,6224000.0,1120,2.0,0,Chennai
1019,6219000.0,1119,2.0,0,Chennai
1020,6214000.0,1118,2.0,0,Chennai
1021,5778000.0,1004,2.0,0,Chennai
1022,6200000.0,1115,2.0,0,Chennai
1023,6195000.0,1114,2.0,0,Chennai
1024,5648000.0,1003,2.0,0,Chennai
1025,6245000.0,1094,2.0,0,Chennai
1026,5816000.0,1026,2.0,0,Chennai
1027,6141000.0,1103,2.0,0,Chennai
1028,6003000.0,1075,2.0,0,Chennai
1029,5993000.0,1073,2.0,0,Chennai
1030,5682000.0,1010,2.0,0,Chennai
1031,5678000.0,1009,2.0,0,Chennai
1032,6776000.000000001,1124,2.0,0,Chennai
1033,6853000.0,1133,2.0,0,Chennai
1034,6662000.0,1025,2.0,0,Chennai
1035,6083000.0,1106,2.0,0,Chennai
1036,3211999.0,584,1.0,0,Chennai
1037,3289000.0,598,1.0,0,Chennai
1038,5461000.0,993,2.0,0,Chennai
1039,5226000.0,917,2.0,0,Chennai
1040,6629000.000000001,1163,3.0,0,Chennai
1041,5580000.0,979,2.0,0,Chennai
1042,5295000.0,929,2.0,0,Chennai
1043,5889000.0,906,2.0,0,Chennai
1044,6123000.0,942,2.0,0,Chennai
1045,6552000.0,1008,2.0,0,Chennai
1046,6584000.0,1013,2.0,0,Chennai
1047,5934000.0,913,2.0,0,Chennai
1048,6758000.0,1040,2.0,0,Chennai
1049,6667000.0,1026,2.0,0,Chennai
1050,6661000.0,1025,2.0,0,Chennai
1051,6934000.0,1067,2.0,0,Chennai
1052,6967000.0,1515,3.0,0,Chennai
1053,6967000.0,1515,3.0,0,Chennai
1054,6506999.0,1415,2.0,0,Chennai
1055,6506999.0,1415,2.0,0,Chennai
1056,2529000.0,541,1.0,0,Chennai
1057,2542000.0,544,1.0,0,Chennai
1058,3404999.0,742,2.0,0,Chennai
1059,3397000.0,740,2.0,0,Chennai
1060,2525000.0,540,1.0,0,Chennai
1061,3392000.0,739,2.0,0,Chennai
1062,2725000.0,586,1.0,0,Chennai
1063,3327000.0000000005,724,2.0,0,Chennai
1064,2710000.0,583,1.0,0,Chennai
1065,2567000.0,550,1.0,0,Chennai
1066,3418000.0,745,2.0,0,Chennai
1067,2708000.0,582,1.0,0,Chennai
1068,2550000.0,546,1.0,0,Chennai
1069,3427000.0000000005,747,2.0,0,Chennai
1070,2259000.0,572,2.0,0,Chennai
1071,2014000.0,510,1.0,0,Chennai
1072,2772000.0,702,2.0,0,Chennai
1073,3183000.0,806,2.0,0,Chennai
1074,2788000.0,706,2.0,0,Chennai
1075,2002000.0,507,1.0,0,Chennai
1076,2768000.0,701,2.0,0,Chennai
1077,2765000.0,700,2.0,0,Chennai
1078,3242000.0,821,2.0,0,Chennai
1079,2456000.0,622,2.0,0,Chennai
1080,2449000.0,620,2.0,0,Chennai
1081,2445000.0,619,2.0,0,Chennai
1082,2476000.0,627,2.0,0,Chennai
1083,2061000.0,522,1.0,0,Chennai
1084,2425000.0,614,2.0,0,Chennai
1085,3199000.0,810,2.0,0,Chennai
1086,2050000.0,519,1.0,0,Chennai
1087,2441000.0,618,2.0,0,Chennai
1088,5712000.0,952,2.0,0,Chennai
1089,4776000.0,796,2.0,0,Chennai
1090,5580000.0,930,2.0,0,Chennai
1091,5382000.0,897,2.0,0,Chennai
1092,6333000.0,1092,2.0,0,Chennai
1093,4065999.0,701,2.0,0,Chennai
1094,4513000.0,778,2.0,0,Chennai
1095,2743000.0,638,1.0,0,Chennai
1096,2089999.0,550,1.0,0,Chennai
1097,2499000.0,677,2.0,0,Chennai
1098,2827000.0,589,1.0,0,Chennai
1099,4684000.0,976,2.0,0,Chennai
1100,4204000.0,876,2.0,0,Chennai
1101,5908000.0,1231,3.0,0,Chennai
1102,2500000.0,677,2.0,0,Chennai
1103,2750000.0,677,2.0,0,Chennai
1104,4684000.0,884,2.0,0,Chennai
1105,4843000.0,914,2.0,0,Chennai
1106,4398000.0,830,2.0,0,Chennai
1107,3442000.0,850,2.0,0,Chennai
1108,3442000.0,850,2.0,0,Chennai
1109,3554999.0,900,2.0,0,Chennai
1110,3554999.0,900,2.0,0,Chennai
1111,3554999.0,900,2.0,0,Chennai
1112,3442000.0,850,2.0,0,Chennai
1113,3627000.0000000005,930,2.0,0,Chennai
1114,3627000.0000000005,930,2.0,0,Chennai
1115,3675000.0,750,2.0,0,Chennai
1116,5243000.0,1070,2.0,0,Chennai
1117,6181000.0,951,2.0,0,Chennai
1118,3159000.0,486,1.0,0,Chennai
1119,5993000.0,922,2.0,0,Chennai
1120,6955000.0,1070,2.0,0,Chennai
1121,5205000.0,1001,2.0,0,Chennai
1122,5460000.0,1050,2.0,0,Chennai
1123,4617000.0,888,2.0,0,Chennai
1124,6240000.0,1200,3.0,0,Chennai
1125,3479999.0,725,2.0,0,Chennai
1126,3868000.0,806,2.0,0,Chennai
1127,3628000.0,756,2.0,0,Chennai
1128,3676000.0,766,2.0,0,Chennai
1129,5000000.0,1000,2.0,0,Chennai
1130,5015000.0,1003,2.0,0,Chennai
1131,5805000.0,1161,3.0,0,Chennai
1132,4490000.0,898,2.0,0,Chennai
1133,5599000.0,815,2.0,0,Chennai
1134,2500000.0,570,2.0,0,Chennai
1135,2475000.0,570,1.0,0,Chennai
1136,2480000.0,575,1.0,0,Chennai
1137,5300000.0,1020,2.0,0,Chennai
1138,2520000.0,677,2.0,0,Chennai
1139,2675000.0,677,1.0,0,Chennai
1140,2475000.0,677,2.0,0,Chennai
1141,3443000.0,900,2.0,0,Chennai
1142,2003000.0,552,1.0,0,Chennai
1143,3347000.0,881,2.0,0,Chennai
1144,2731000.0,700,2.0,0,Chennai
1145,3700000.0,892,2.0,0,Chennai
1146,5000000.0,840,2.0,0,Chennai
1147,5750000.0,1100,2.0,0,Chennai
1148,5350000.0,1045,2.0,0,Chennai
1149,2475000.0,677,2.0,0,Chennai
1150,2480000.0,677,2.0,0,Chennai
1151,2495000.0,677,2.0,0,Chennai
1152,4200000.0,1054,2.0,0,Chennai
1153,4230000.0,1055,2.0,0,Chennai
1154,2500000.0,677,2.0,0,Chennai
1155,2475000.0,677,2.0,0,Chennai
1156,2475000.0,677,2.0,0,Chennai
1157,2480000.0,677,2.0,0,Chennai
1158,2495000.0,677,2.0,0,Chennai
1159,4200000.0,1054,2.0,0,Chennai
1160,4230000.0,1055,2.0,0,Chennai
1161,2295000.0,574,1.0,0,Chennai
1162,3701000.0,892,2.0,0,Chennai
1163,2525000.0,677,2.0,0,Chennai
1164,2450000.0,570,1.0,0,Chennai
1165,2460000.0,570,1.0,0,Chennai
1166,4300000.0,1100,1.0,0,Chennai
1167,4200000.0,915,1.0,0,Chennai
1168,4250000.0,1000,1.0,0,Chennai
1169,4350000.0,1200,1.0,0,Chennai
1170,2400000.0,570,1.0,0,Chennai
1171,2450000.0,550,1.0,0,Chennai
1172,2490000.0,570,1.0,0,Chennai
1173,2400000.0,550,1.0,0,Chennai
1174,2485000.0,570,1.0,0,Chennai
1175,2475000.0,570,1.0,0,Chennai
1176,2500000.0,570,1.0,0,Chennai
1177,2475000.0,575,1.0,0,Chennai
1178,2700000.0,677,1.0,0,Chennai
1179,2500000.0,570,1.0,0,Chennai
1180,2475000.0,570,1.0,0,Chennai
1181,2475000.0,570,1.0,0,Chennai
1182,2650000.0,677,2.0,0,Chennai
1183,2675000.0,677,2.0,0,Chennai
1184,4841000.0,1077,2.0,0,Chennai
1185,4688000.0,1043,2.0,0,Chennai
1186,6054000.0,1347,3.0,0,Chennai
1187,5758000.0,1281,3.0,0,Chennai
1188,5937000.0,1321,3.0,0,Chennai
1189,6117000.0,1361,3.0,0,Chennai
1190,5816000.0,1294,3.0,0,Chennai
1191,4904000.0,1091,2.0,0,Chennai
1192,4665000.0,1038,2.0,0,Chennai
1193,4481000.0,997,2.0,0,Chennai
1194,6461000.0,994,2.0,0,Chennai
1195,6396000.0,984,2.0,0,Chennai
1196,6461000.0,994,2.0,0,Chennai
1197,6636000.0,1031,2.0,0,Chennai
1198,6259000.0,963,2.0,0,Chennai
1199,6259000.0,963,2.0,0,Chennai
1200,6396000.0,984,2.0,0,Chennai
1201,6389000.0,983,2.0,0,Chennai
1202,6396000.0,984,2.0,0,Chennai
1203,5400000.0,840,2.0,0,Chennai
1204,5050000.0,840,2.0,0,Chennai
1205,3800000.0,550,1.0,0,Chennai
1206,4020000.0000000005,804,2.0,0,Chennai
1207,4750000.0,950,3.0,0,Chennai
1208,4455000.0,891,2.0,0,Chennai
1209,3020000.0,604,1.0,0,Chennai
1210,4285000.0,857,2.0,0,Chennai
1211,3865000.0,773,2.0,0,Chennai
1212,5025000.0,1005,3.0,0,Chennai
1213,4250000.0,850,2.0,0,Chennai
1214,5070000.0,845,2.0,0,Chennai
1215,5850000.0,975,2.0,0,Chennai
1216,3000000.0,550,1.0,0,Chennai
1217,3510000.0,900,2.0,0,Chennai
1218,3627000.0000000005,930,2.0,0,Chennai
1219,3510000.0,900,2.0,0,Chennai
1220,2750000.0,550,1.0,0,Chennai
1221,2850000.0,550,1.0,0,Chennai
1222,6600000.0,900,2.0,0,Chennai
1223,6948000.0,1069,2.0,0,Chennai
1224,6461000.0,994,2.0,0,Chennai
1225,6389000.0,983,2.0,0,Chennai
1226,6396000.0,984,2.0,0,Chennai
1227,6461000.0,994,2.0,0,Chennai
1228,6461000.0,994,2.0,0,Chennai
1229,6461000.0,994,2.0,0,Chennai
1230,6389000.0,983,2.0,0,Chennai
1231,6389000.0,983,2.0,0,Chennai
1232,6396000.0,984,2.0,0,Chennai
1233,6461000.0,994,2.0,0,Chennai
1234,3400000.0,1062,3.0,0,Chennai
1235,4831000.0,880,2.0,0,Chennai
1236,6396000.0,984,2.0,0,Chennai
1237,6389000.0,983,2.0,0,Chennai
1238,6831000.0,1051,2.0,0,Chennai
1239,6636000.0,1021,2.0,0,Chennai
1240,6461000.0,994,2.0,0,Chennai
1241,6565000.000000001,1010,2.0,0,Chennai
1242,6948000.0,1069,2.0,0,Chennai
1243,6259000.0,963,2.0,0,Chennai
1244,3229000.0,897,2.0,0,Chennai
1245,4000000.0,900,2.0,0,Chennai
1246,6389000.0,983,2.0,0,Chennai
1247,6396000.0,984,2.0,0,Chennai
1248,6948000.0,1069,2.0,0,Chennai
1249,6396000.0,984,2.0,0,Chennai
1250,6389000.0,983,2.0,0,Chennai
1251,6389000.0,983,2.0,0,Chennai
1252,6396000.0,984,2.0,0,Chennai
1253,6565000.000000001,1010,2.0,0,Chennai
1254,6259000.0,963,2.0,0,Chennai
1255,6636000.0,1021,2.0,0,Chennai
1256,6461000.0,994,2.0,0,Chennai
1257,6500000.0,1191,3.0,0,Chennai
1258,3581000.0,591,1.0,0,Chennai
1259,5793000.0,956,2.0,0,Chennai
1260,3981000.0,657,2.0,0,Chennai
1261,3581000.0,591,1.0,0,Chennai
1262,5793000.0,956,2.0,0,Chennai
1263,3981000.0,657,2.0,0,Chennai
1264,4165000.0,1225,3.0,0,Chennai
1265,4165000.0,1225,3.0,0,Chennai
1266,3321000.0,977,2.0,0,Chennai
